#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
196	fig|6666666.1036479.peg.2849	1041826.FCOL_05625	98.9	1283.1	uvrB	Excinuclease ABC subunit B; The UvrABC repair system catalyzes the recognition and processing of DNA lesions. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. Upon binding of the UvrA(2)B(2) complex to a putative damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate  [...] 
197	fig|6666666.1036479.peg.2850	1041826.FCOL_05630	93.6	422.9	AEW85951.1	COG1564 Thiamine pyrophosphokinase.
199	fig|6666666.1036479.peg.2853	1041826.FCOL_12465	98.1	1416.4	AEW87292.1	Isocitrate dehydrogenase, NADP-dependent; COG2838 Monomeric isocitrate dehydrogenase; Belongs to the monomeric-type IDH family.
203	fig|6666666.1036479.peg.2862	1041826.FCOL_05650	90.5	467.6	AEW85955.1	Lipoprotein; COG3015 Uncharacterized lipoprotein NlpE involved in copper resistance.
204	fig|6666666.1036479.peg.2863	1041826.FCOL_05645	89.8	362.8	AEW85954.1	Regulatory protein MarR; COG1846 Transcriptional regulators.
205	fig|6666666.1036479.peg.2864	1041826.FCOL_05640	96.6	1537.7	AEW85953.1	COG1629 Outer membrane receptor proteins, mostly Fe transport.
206	fig|6666666.1036479.peg.2865	1041826.FCOL_05635	94.2	518.5	AEW85952.1	Lipoprotein precursor.
207	fig|6666666.1036479.peg.2867	1041826.FCOL_12440	95.9	603.2	AEW87287.1	Hypothetical protein.
208	fig|6666666.1036479.peg.2868	1041826.FCOL_12435	80.4	817.0	AEW87286.1	Hypothetical protein.
209	fig|6666666.1036479.peg.2869	1041826.FCOL_12430	96.7	512.3	AEW87285.1	Short-chain dehydrogenase/reductase sdr; COG0300 Short-chain dehydrogenases of various substrate specificities; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
210	fig|6666666.1036479.peg.2870	1041826.FCOL_12425	98.2	455.7	trmD	tRNA (guanine-N(1)-)-methyltransferase; Specifically methylates guanosine-37 in various tRNAs. Belongs to the RNA methyltransferase TrmD family.
211	fig|6666666.1036479.peg.2872	1041826.FCOL_12415	97.0	537.0	AEW87282.1	Methyltransferase type 11; COG0500 SAM-dependent methyltransferases.
212	fig|6666666.1036479.peg.2874	1041826.FCOL_12405	97.4	625.2	AEW87280.1	COG0652 Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family.
213	fig|6666666.1036479.peg.2879	1041826.FCOL_12380	88.4	481.1	AEW87275.1	Hypothetical protein.
214	fig|6666666.1036479.peg.2880	1041826.FCOL_05505	97.6	523.1	AEW85926.1	Hypothetical protein.
216	fig|6666666.1036479.peg.2883	1041826.FCOL_05530	98.3	713.0	AEW85931.1	Integrase catalytic subunit; COG2801 Transposase and inactivated derivatives.
218	fig|6666666.1036479.peg.2886	1041826.FCOL_07015	88.7	402.9	AEW86224.1	COG2378 Predicted transcriptional regulator.
219	fig|6666666.1036479.peg.2888	1041826.FCOL_06380	60.2	358.6	AEW86097.1	Filamentation induced by camp protein fic.
220	fig|6666666.1036479.peg.2890	1041826.FCOL_07795	57.5	650.6	AEW86376.1	Hypothetical protein.
223	fig|6666666.1036479.peg.2898	1041826.FCOL_12310	96.8	674.9	AEW87263.1	Glycosyl transferase, group 2 family protein; COG1215 Glycosyltransferases, probably involved in cell wall biogenesis.
224	fig|6666666.1036479.peg.2899	1041826.FCOL_12300	98.2	666.4	murB	UDP-N-acetylenolpyruvoylglucosamine reductase; Cell wall formation.
225	fig|6666666.1036479.peg.2900	1041826.FCOL_12295	97.3	454.1	AEW87260.1	Hypothetical protein.
226	fig|6666666.1036479.peg.2901	1041826.FCOL_12290	91.7	434.1	AEW87259.1	Thioredoxin family protein; COG0607 Rhodanese-related sulfurtransferase.
227	fig|6666666.1036479.peg.2902	1041826.FCOL_12285	92.2	668.7	recF	DNA replication and repair protein RecF; The RecF protein is involved in DNA metabolism; it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP.
228	fig|6666666.1036479.peg.2903	1041826.FCOL_12280	97.8	507.3	AEW87257.1	Hypothetical protein; COG0457 FOG: TPR repeat.
229	fig|6666666.1036479.peg.2905	1041826.FCOL_12270	93.3	1124.8	mutL	DNA mismatch repair protein MutL; This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a 'molecular matchmaker', a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex.
230	fig|6666666.1036479.peg.2906	1041826.FCOL_12265	95.5	469.5	AEW87254.1	Rhomboid family protein; COG0705 Uncharacterized membrane protein (homolog of Drosophila rhomboid).
231	fig|6666666.1036479.peg.2907	1041826.FCOL_12260	87.7	504.6	AEW87253.1	Rhomboid family protein; COG0705 Uncharacterized membrane protein (homolog of Drosophila rhomboid).
232	fig|6666666.1036479.peg.2908	1041826.FCOL_12255	96.6	667.2	AEW87252.1	Hypothetical protein; COG3568 Metal-dependent hydrolase.
233	fig|6666666.1036479.peg.2909	1041826.FCOL_12250	94.6	400.6	AEW87251.1	Hypothetical protein.
234	fig|6666666.1036479.peg.2910	1041826.FCOL_12245	98.1	1073.2	AEW87250.1	COG0681 Signal peptidase I; Belongs to the peptidase S26 family.
235	fig|6666666.1036479.peg.2911	1041826.FCOL_12240	96.1	450.3	AEW87249.1	COG0289 Dihydrodipicolinate reductase; Belongs to the DapB family.
236	fig|6666666.1036479.peg.2913	1041826.FCOL_12230	98.7	569.3	AEW87247.1	Chromosome partitioning protein ParB; COG1475 Predicted transcriptional regulators; Belongs to the ParB family.
237	fig|6666666.1036479.peg.2914	1041826.FCOL_12225	99.6	485.7	AEW87246.1	Cobyrinic acid a,c-diamide synthase; COG1192 ATPases involved in chromosome partitioning.
238	fig|6666666.1036479.peg.2915	1041826.FCOL_12215	96.4	699.1	AEW87244.2	Class I and II aminotransferase; COG0436 Aspartate/tyrosine/aromatic aminotransferase.
240	fig|6666666.1036479.peg.2917	1041826.FCOL_12210	99.4	1084.3	AEW87243.1	Type I phosphodiesterase/nucleotide pyrophosphatase; COG1524 Uncharacterized proteins of the AP superfamily.
241	fig|6666666.1036479.peg.2919	1041826.FCOL_12205	39.2	191.4	AEW87242.1	Hypothetical protein.
244	fig|6666666.1036479.peg.2925	1041826.FCOL_12200	68.6	748.4	AEW87241.1	Hypothetical protein.
245	fig|6666666.1036479.peg.2926	1041826.FCOL_12200	96.0	391.0	AEW87241.1	Hypothetical protein.
246	fig|6666666.1036479.peg.2929	1041826.FCOL_12185	94.4	679.5	AEW87238.1	Hypothetical protein.
247	fig|6666666.1036479.peg.2933	1041826.FCOL_12170	73.8	344.7	AEW87235.1	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1, 4-benzoquinolmethylase.
249	fig|6666666.1036479.peg.2935	1041826.FCOL_12165	97.5	2121.3	secA	Preprotein translocase subunit SecA; Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane.
250	fig|6666666.1036479.peg.2938	1041826.FCOL_12145	94.1	1806.6	AEW87230.1	Peptidase, M16 family protein; COG0612 Predicted Zn-dependent peptidases; Belongs to the peptidase M16 family.
251	fig|6666666.1036479.peg.2939	1041826.FCOL_12140	96.5	436.8	macB	ABC transporter ATPase; Non-canonical ABC transporter that contains transmembrane domains (TMD), which form a pore in the inner membrane, and an ATP- binding domain (NBD), which is responsible for energy generation. Confers resistance against macrolides.
252	fig|6666666.1036479.peg.2940	1041826.FCOL_12135	85.1	471.5	AEW87228.1	Hypothetical protein.
253	fig|6666666.1036479.peg.2942	1041826.FCOL_12125	91.8	1060.1	AEW87226.1	Hypothetical protein.
254	fig|6666666.1036479.peg.2945	1041826.FCOL_12115	95.0	1164.1	AEW87224.1	ABC transporter-like protein; COG0488 ATPase components of ABC transporters with duplicated ATPase domains.
256	fig|6666666.1036479.peg.2949	1041826.FCOL_07660	45.3	296.6	AEW86351.1	Putative nuclease.
257	fig|6666666.1036479.peg.2950	1041826.FCOL_12105	73.7	582.0	AEW87222.1	Glycosyl transferase, group 2 family protein; COG1216 Predicted glycosyltransferases.
258	fig|6666666.1036479.peg.2951	1041826.FCOL_12100	84.9	686.0	AEW87221.1	COG0508 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes.
259	fig|6666666.1036479.peg.2952	1041826.FCOL_12095	96.1	504.6	AEW87220.1	COG0847 DNA polymerase III, epsilon subunit and related 3'-5' exonucleases.
260	fig|6666666.1036479.peg.2953	1041826.FCOL_12090	92.6	394.0	AEW87219.1	Fumarylacetoacetate hydrolase; COG0179 2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway).
261	fig|6666666.1036479.peg.2955	1041826.FCOL_12080	84.9	707.6	AEW87217.1	CinA-like protein; COG1058 Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA; Belongs to the CinA family.
262	fig|6666666.1036479.peg.2959	1041826.FCOL_12060	98.7	596.7	ftsY	Signal recognition particle-docking protein FtsY; Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC).
263	fig|6666666.1036479.peg.2962	1041826.FCOL_12055	98.4	633.6	AEW87212.1	COG0492 Thioredoxin reductase.
264	fig|6666666.1036479.peg.2963	1041826.FCOL_12050	99.3	610.9	AEW87211.1	Hypothetical protein.
265	fig|6666666.1036479.peg.2964	1041826.FCOL_12045	98.4	1329.3	AEW87210.1	Tonb-dependent receptor plug; COG4206 Outer membrane cobalamin receptor protein.
266	fig|6666666.1036479.peg.2965	1041826.FCOL_12040	95.0	701.8	AEW87209.1	Hypothetical protein.
267	fig|6666666.1036479.peg.2966	1041826.FCOL_12035	89.4	826.6	AEW87208.1	Hypothetical protein.
268	fig|6666666.1036479.peg.2967	1041826.FCOL_12030	93.5	463.0	AEW87207.1	Hypothetical protein.
269	fig|6666666.1036479.peg.2968	1041826.FCOL_12025	88.2	245.4	AEW87206.1	Lipoprotein.
270	fig|6666666.1036479.peg.2970	1041826.FCOL_12020	85.4	946.0	AEW87205.2	Hypothetical protein; COG1983 Putative stress-responsive transcriptional regulator.
271	fig|6666666.1036479.peg.2975	1041826.FCOL_11995	82.8	510.4	AEW87200.1	COG1090 Predicted nucleoside-diphosphate sugar epimerase.
272	fig|6666666.1036479.peg.2976	1041826.FCOL_11990	68.1	163.3	AEW87199.1	Hypothetical protein; COG0675 Transposase and inactivated derivatives.
273	fig|6666666.1036479.peg.2978	1041826.FCOL_11980	97.0	635.2	dnaJ	Chaperone protein DnaJ; Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins and by disaggregating proteins, also in an autonomous, DnaK-independent fashion. Unfolded proteins bind initially to DnaJ; upon interaction with the DnaJ-bound protein, DnaK hydrolyzes its bound ATP, resulting in the formation of a stable complex. GrpE releases ADP from DnaK; ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, D [...] 
274	fig|6666666.1036479.peg.2979	1041826.FCOL_11975	94.5	586.6	AEW87196.1	ABC transporter, ATP-binding protein; COG4152 ABC-type uncharacterized transport system, ATPase component.
275	fig|6666666.1036479.peg.2980	1041826.FCOL_11970	90.1	642.9	AEW87195.1	COG1668 ABC-type Na+ efflux pump, permease component.
276	fig|6666666.1036479.peg.2981	1041826.FCOL_11965	94.8	707.2	AEW87194.1	Two component sigma-54 specific Fis family transcriptional regulator; COG2204 Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains.
277	fig|6666666.1036479.peg.2982	1041826.FCOL_11960	88.2	370.2	AEW87193.1	DEAD-box ATP dependent DNA helicase; COG0513 Superfamily II DNA and RNA helicases.
278	fig|6666666.1036479.peg.2983	1041826.FCOL_11955	92.9	603.6	AEW87192.1	Filamentation induced by cAMP protein Fic.
279	fig|6666666.1036479.peg.2984	1041826.FCOL_06350	85.8	969.9	AEW86091.1	COG0405 Gamma-glutamyltransferase.
280	fig|6666666.1036479.peg.2986	1041826.FCOL_06340	100.0	969.9	AEW86089.1	Putative translation initiation protein; COG0488 ATPase components of ABC transporters with duplicated ATPase domains.
281	fig|6666666.1036479.peg.2988	1041826.FCOL_06335	90.1	463.4	AEW86088.1	Hypothetical protein.
282	fig|6666666.1036479.peg.2989	1041826.FCOL_06330	97.1	883.6	AEW86087.1	Von Willebrand factor, type A; COG2304 Uncharacterized protein containing a von Willebrand factor type A (vWA) domain.
283	fig|6666666.1036479.peg.2990	1041826.FCOL_06325	93.0	820.5	AEW86086.1	Multidrug resistance protein norM (Na(+)/drug antiporter); COG0534 Na+-driven multidrug efflux pump.
284	fig|6666666.1036479.peg.2993	1041826.FCOL_06315	96.4	612.5	AEW86084.1	COG0861 Membrane protein TerC, possibly involved in tellurium resistance.
285	fig|6666666.1036479.peg.2994	1041826.FCOL_06365	96.1	998.4	AEW86094.2	Two-component system response regulatory protein; COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain.
286	fig|6666666.1036479.peg.2995	1041826.FCOL_00245	91.9	773.1	AEW84904.2	Neprilysin; COG3590 Predicted metalloendopeptidase.
287	fig|6666666.1036479.peg.2996	1041826.FCOL_00250	95.9	697.6	AEW84905.1	Phosphohydrolase; COG1078 HD superfamily phosphohydrolases.
288	fig|6666666.1036479.peg.2997	1041826.FCOL_00255	96.2	396.4	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase; Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3- hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell. Belongs to the transferase hexapeptide repeat family. LpxD subfamily.
289	fig|6666666.1036479.peg.2998	1041826.FCOL_00260	98.7	903.7	lpxC	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ; Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis; Belongs to the thioester dehydratase family. FabZ subfamily.
290	fig|6666666.1036479.peg.2999	1041826.FCOL_00265	100.0	296.6	AEW84908.1	UDP-N-acetylglucosamine acyltransferase; Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell.
291	fig|6666666.1036479.peg.3001	1041826.FCOL_00275	93.6	315.1	AEW84910.1	COG1044 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase.
292	fig|6666666.1036479.peg.3002	1041826.FCOL_00280	98.6	573.9	sucD	succinyl-CoA synthetase, alpha subunit; Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit.
293	fig|6666666.1036479.peg.3003	1041826.FCOL_00285	95.3	1144.8	AEW84912.1	long-chain-fatty-acid--CoA ligase; COG1022 Long-chain acyl-CoA synthetases (AMP-forming).
294	fig|6666666.1036479.peg.3006	1041826.FCOL_05595	96.6	742.7	AEW85944.1	Integrase family protein; COG0582 Integrase; Belongs to the 'phage' integrase family.
299	fig|6666666.1036479.peg.3013	1041826.FCOL_12475	91.4	555.8	AEW87294.1	Putative methyltransferase; COG0863 DNA modification methylase; Belongs to the N(4)/N(6)-methyltransferase family.
300	fig|6666666.1036479.peg.3014	1041826.FCOL_05655	75.9	218.0	AEW85956.1	Hypothetical protein.
302	fig|6666666.1036479.peg.3016	1041826.FCOL_09745	32.9	88.2	AEW86758.1	ATPase; COG0542 ATPases with chaperone activity, ATP-binding subunit; Belongs to the ClpA/ClpB family.
303	fig|6666666.1036479.peg.3022	1041826.FCOL_06310	86.7	625.2	AEW86083.1	COG1703 Putative periplasmic protein kinase ArgK and related GTPases of G3E family.
304	fig|6666666.1036479.peg.3026	1041826.FCOL_06290	89.1	849.0	AEW86079.1	(S)-2-hydroxy-acid oxidase; COG0277 FAD/FMN-containing dehydrogenases.
305	fig|6666666.1036479.peg.3027	1041826.FCOL_06285	86.9	372.5	AEW86078.1	COG3145 Alkylated DNA repair protein.
306	fig|6666666.1036479.peg.3028	1041826.FCOL_06280	91.9	515.8	AEW86077.1	Hypothetical protein; COG0697 Permeases of the drug/metabolite transporter (DMT) superfamily.
307	fig|6666666.1036479.peg.3029	1041826.FCOL_06275	91.9	887.5	AEW86076.1	COG4325 Predicted membrane protein.
308	fig|6666666.1036479.peg.3030	1041826.FCOL_06270	75.3	395.2	AEW86075.1	Hypothetical protein.
309	fig|6666666.1036479.peg.3031	1041826.FCOL_06265	89.5	1267.3	AEW86074.1	PAS/PAC sensor hybrid histidine kinase; COG0642 Signal transduction histidine kinase.
310	fig|6666666.1036479.peg.3032	1041826.FCOL_06260	89.3	1249.2	AEW86073.1	COG1629 Outer membrane receptor proteins, mostly Fe transport.
311	fig|6666666.1036479.peg.3036	1041826.FCOL_06240	97.1	1204.9	AEW86069.2	Heat shock protein 90; COG0326 Molecular chaperone, HSP90 family.
312	fig|6666666.1036479.peg.3038	1041826.FCOL_06230	94.4	287.7	AEW86067.1	OmpA/MotB domain protein; COG2885 Outer membrane protein and related peptidoglycan-associated (lipo)proteins.
313	fig|6666666.1036479.peg.3039	1041826.FCOL_06225	85.0	667.9	AEW86066.1	Hypothetical protein; COG1530 Ribonucleases G and E.
314	fig|6666666.1036479.peg.3040	1041826.FCOL_06220	80.6	464.9	AEW86065.1	Putative AraC family transcriptional regulator; COG2207 AraC-type DNA-binding domain-containing proteins.
315	fig|6666666.1036479.peg.3041	1041826.FCOL_06215	95.2	589.3	AEW86064.1	ABC transporter ATPase; COG3842 ABC-type spermidine/putrescine transport systems, ATPase components.
316	fig|6666666.1036479.peg.3043	1041826.FCOL_06205	97.6	666.0	fabH	3-oxoacyl-(acyl-carrier-protein) synthase III; Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched-chain and/or straight-chain of fatty acids; Belongs to the thiolase-like superfamily. FabH family.
318	fig|6666666.1036479.peg.3045	1041826.FCOL_06195	95.5	466.1	AEW86060.1	Hypothetical protein.
319	fig|6666666.1036479.peg.3046	1041826.FCOL_06190	94.0	733.0	AEW86059.1	Hypothetical protein.
320	fig|6666666.1036479.peg.3047	1041826.FCOL_06185	96.5	595.9	AEW86058.1	Glycosyl transferase, group 2 family protein; COG0463 Glycosyltransferases involved in cell wall biogenesis.
321	fig|6666666.1036479.peg.3048	1041826.FCOL_06180	98.4	528.5	AEW86057.1	Putative polysaccharide deacetylase; COG0726 Predicted xylanase/chitin deacetylase.
322	fig|6666666.1036479.peg.3049	1041826.FCOL_06175	98.4	491.5	AEW86056.1	Glycosyl transferase, group 2 family protein; COG0463 Glycosyltransferases involved in cell wall biogenesis.
